workclass,education,marital_status,occupation,relationship,race,sex,native_country,age_bin,education_years_bin,hours_bin,high_income
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,Hong,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Other-service,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,Philippines,35-44,9-12,standard_40,>50K
Private,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,pre-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Farming-fishing,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Own-child,Other,Female,Cuba,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Widowed,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Craft-repair,Other-relative,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,prof_doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Widowed,Transport-moving,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Separated,Handlers-cleaners,Unmarried,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Never-married,Protective-serv,Own-child,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,Poland,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Other-service,Wife,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Sales,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-inc,somecollege,Divorced,Sales,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Local-gov,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Adm-clerical,Own-child,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Sales,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,somecollege,Never-married,Transport-moving,Unmarried,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,pre-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Other-service,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Never-married,Sales,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Federal-gov,pre-college,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Prof-specialty,Husband,White,Male,Ecuador,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Craft-repair,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,prof_doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,prof_doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Protective-serv,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Other-service,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Never-married,Adm-clerical,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Never-married,Prof-specialty,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Separated,Other-service,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Craft-repair,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,>50K
Local-gov,somecollege,Separated,Other-service,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Sales,Husband,Other,Male,Japan,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Sales,Husband,White,Male,Mexico,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Never-married,Craft-repair,Own-child,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Adm-clerical,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Federal-gov,somecollege,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Sales,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,college,Divorced,Farming-fishing,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Separated,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,college,Never-married,Protective-serv,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Adm-clerical,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Never-married,Sales,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,college,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Craft-repair,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Never-married,Prof-specialty,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Never-married,Transport-moving,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,prof_doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
Local-gov,college,Divorced,Prof-specialty,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,India,35-44,9-12,standard_40,>50K
Private,pre-college,Never-married,Priv-house-serv,Other-relative,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,prof_doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Married-civ-spouse,Transport-moving,Husband,White,Male,Cuba,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Married-spouse-absent,Other-service,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Sales,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Other-service,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Adm-clerical,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Craft-repair,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,college,Divorced,Prof-specialty,Not-in-family,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Never-married,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Portugal,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Other-service,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Machine-op-inspct,Other-relative,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Separated,Other-service,Not-in-family,Black,Female,Jamaica,35-44,9-12,standard_40,<=50K
State-gov,college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Sales,Husband,White,Male,Germany,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-spouse-absent,Other-service,Not-in-family,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Sales,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,India,35-44,9-12,standard_40,<=50K
Private,somecollege,Widowed,Tech-support,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,somecollege,Divorced,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Sales,Unmarried,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Separated,Transport-moving,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Handlers-cleaners,Not-in-family,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Adm-clerical,Own-child,White,Male,Nicaragua,35-44,9-12,standard_40,<=50K
